video,frame_idx,frame_ts_ms,saved_path,orig_w,orig_h,scale,sharpness
Данные/25_12-20/25_12-20.mp4,95,4852,ml/output/frames/25_12-20/000095.jpg,3840,2160,0.5,2528.2
Данные/25_12-20/25_12-20.mp4,100,5108,ml/output/frames/25_12-20/000100.jpg,3840,2160,0.5,2863.1
Данные/25_12-20/25_12-20.mp4,105,5363,ml/output/frames/25_12-20/000105.jpg,3840,2160,0.5,3074.4
Данные/25_12-20/25_12-20.mp4,110,5619,ml/output/frames/25_12-20/000110.jpg,3840,2160,0.5,2529.8
Данные/25_12-20/25_12-20.mp4,115,5874,ml/output/frames/25_12-20/000115.jpg,3840,2160,0.5,2421.8
Данные/25_12-20/25_12-20.mp4,120,6129,ml/output/frames/25_12-20/000120.jpg,3840,2160,0.5,2404.6
Данные/25_12-20/25_12-20.mp4,125,6385,ml/output/frames/25_12-20/000125.jpg,3840,2160,0.5,2461.7
Данные/25_12-20/25_12-20.mp4,130,6640,ml/output/frames/25_12-20/000130.jpg,3840,2160,0.5,2685.0
Данные/25_12-20/25_12-20.mp4,135,6895,ml/output/frames/25_12-20/000135.jpg,3840,2160,0.5,2566.5
Данные/25_12-20/25_12-20.mp4,140,7151,ml/output/frames/25_12-20/000140.jpg,3840,2160,0.5,2885.9
Данные/25_12-20/25_12-20.mp4,145,7406,ml/output/frames/25_12-20/000145.jpg,3840,2160,0.5,2435.4
Данные/25_12-20/25_12-20.mp4,150,7662,ml/output/frames/25_12-20/000150.jpg,3840,2160,0.5,2504.2
Данные/25_12-20/25_12-20.mp4,155,7917,ml/output/frames/25_12-20/000155.jpg,3840,2160,0.5,2591.1
Данные/25_12-20/25_12-20.mp4,160,8172,ml/output/frames/25_12-20/000160.jpg,3840,2160,0.5,2605.0
Данные/25_12-20/25_12-20.mp4,165,8428,ml/output/frames/25_12-20/000165.jpg,3840,2160,0.5,2373.0
Данные/25_12-20/25_12-20.mp4,170,8683,ml/output/frames/25_12-20/000170.jpg,3840,2160,0.5,2069.8
Данные/25_12-20/25_12-20.mp4,175,8939,ml/output/frames/25_12-20/000175.jpg,3840,2160,0.5,2428.4
Данные/25_12-20/25_12-20.mp4,180,9194,ml/output/frames/25_12-20/000180.jpg,3840,2160,0.5,2606.0
Данные/25_12-20/25_12-20.mp4,185,9449,ml/output/frames/25_12-20/000185.jpg,3840,2160,0.5,2201.7
Данные/25_12-20/25_12-20.mp4,190,9705,ml/output/frames/25_12-20/000190.jpg,3840,2160,0.5,2763.8
Данные/25_12-20/25_12-20.mp4,195,9960,ml/output/frames/25_12-20/000195.jpg,3840,2160,0.5,2262.2
Данные/25_12-20/25_12-20.mp4,200,10216,ml/output/frames/25_12-20/000200.jpg,3840,2160,0.5,2301.2
Данные/25_12-20/25_12-20.mp4,205,10471,ml/output/frames/25_12-20/000205.jpg,3840,2160,0.5,2159.4
Данные/25_12-20/25_12-20.mp4,210,10726,ml/output/frames/25_12-20/000210.jpg,3840,2160,0.5,2325.8
Данные/25_12-20/25_12-20.mp4,215,10982,ml/output/frames/25_12-20/000215.jpg,3840,2160,0.5,2041.9
Данные/25_12-20/25_12-20.mp4,220,11237,ml/output/frames/25_12-20/000220.jpg,3840,2160,0.5,2004.6
Данные/25_12-20/25_12-20.mp4,225,11492,ml/output/frames/25_12-20/000225.jpg,3840,2160,0.5,2005.9
Данные/25_12-20/25_12-20.mp4,230,11748,ml/output/frames/25_12-20/000230.jpg,3840,2160,0.5,2054.2
Данные/25_12-20/25_12-20.mp4,235,12003,ml/output/frames/25_12-20/000235.jpg,3840,2160,0.5,2052.2
Данные/25_12-20/25_12-20.mp4,240,12259,ml/output/frames/25_12-20/000240.jpg,3840,2160,0.5,2101.8
Данные/25_12-20/25_12-20.mp4,245,12514,ml/output/frames/25_12-20/000245.jpg,3840,2160,0.5,2019.6
Данные/25_12-20/25_12-20.mp4,250,12769,ml/output/frames/25_12-20/000250.jpg,3840,2160,0.5,1914.7
Данные/25_12-20/25_12-20.mp4,255,13025,ml/output/frames/25_12-20/000255.jpg,3840,2160,0.5,2060.3
Данные/25_12-20/25_12-20.mp4,260,13280,ml/output/frames/25_12-20/000260.jpg,3840,2160,0.5,2116.0
Данные/25_12-20/25_12-20.mp4,265,13536,ml/output/frames/25_12-20/000265.jpg,3840,2160,0.5,2144.5
Данные/25_12-20/25_12-20.mp4,270,13791,ml/output/frames/25_12-20/000270.jpg,3840,2160,0.5,2049.1
Данные/25_12-20/25_12-20.mp4,275,14046,ml/output/frames/25_12-20/000275.jpg,3840,2160,0.5,1989.7
Данные/25_12-20/25_12-20.mp4,280,14302,ml/output/frames/25_12-20/000280.jpg,3840,2160,0.5,1988.7
Данные/25_12-20/25_12-20.mp4,285,14557,ml/output/frames/25_12-20/000285.jpg,3840,2160,0.5,2016.8
Данные/25_12-20/25_12-20.mp4,290,14813,ml/output/frames/25_12-20/000290.jpg,3840,2160,0.5,1861.0
Данные/25_12-20/25_12-20.mp4,295,15068,ml/output/frames/25_12-20/000295.jpg,3840,2160,0.5,2182.4
Данные/25_12-20/25_12-20.mp4,300,15323,ml/output/frames/25_12-20/000300.jpg,3840,2160,0.5,2284.0
Данные/25_12-20/25_12-20.mp4,305,15579,ml/output/frames/25_12-20/000305.jpg,3840,2160,0.5,2112.3
Данные/25_12-20/25_12-20.mp4,310,15834,ml/output/frames/25_12-20/000310.jpg,3840,2160,0.5,1953.3
Данные/25_12-20/25_12-20.mp4,315,16089,ml/output/frames/25_12-20/000315.jpg,3840,2160,0.5,1704.9
Данные/25_12-20/25_12-20.mp4,320,16345,ml/output/frames/25_12-20/000320.jpg,3840,2160,0.5,2140.3
Данные/25_12-20/25_12-20.mp4,325,16600,ml/output/frames/25_12-20/000325.jpg,3840,2160,0.5,1888.6
Данные/25_12-20/25_12-20.mp4,330,16856,ml/output/frames/25_12-20/000330.jpg,3840,2160,0.5,1949.1
Данные/25_12-20/25_12-20.mp4,335,17111,ml/output/frames/25_12-20/000335.jpg,3840,2160,0.5,1802.0
Данные/25_12-20/25_12-20.mp4,340,17366,ml/output/frames/25_12-20/000340.jpg,3840,2160,0.5,1848.0
Данные/25_12-20/25_12-20.mp4,345,17622,ml/output/frames/25_12-20/000345.jpg,3840,2160,0.5,1758.8
Данные/25_12-20/25_12-20.mp4,350,17877,ml/output/frames/25_12-20/000350.jpg,3840,2160,0.5,1738.7
Данные/25_12-20/25_12-20.mp4,355,18133,ml/output/frames/25_12-20/000355.jpg,3840,2160,0.5,1776.5
Данные/25_12-20/25_12-20.mp4,360,18388,ml/output/frames/25_12-20/000360.jpg,3840,2160,0.5,1983.3
Данные/25_12-20/25_12-20.mp4,365,18643,ml/output/frames/25_12-20/000365.jpg,3840,2160,0.5,1425.1
Данные/25_12-20/25_12-20.mp4,370,18899,ml/output/frames/25_12-20/000370.jpg,3840,2160,0.5,1518.1
Данные/25_12-20/25_12-20.mp4,375,19154,ml/output/frames/25_12-20/000375.jpg,3840,2160,0.5,1616.9
Данные/25_12-20/25_12-20.mp4,380,19410,ml/output/frames/25_12-20/000380.jpg,3840,2160,0.5,1854.3
Данные/25_12-20/25_12-20.mp4,385,19665,ml/output/frames/25_12-20/000385.jpg,3840,2160,0.5,1656.4
Данные/25_12-20/25_12-20.mp4,390,19920,ml/output/frames/25_12-20/000390.jpg,3840,2160,0.5,1891.3
Данные/25_12-20/25_12-20.mp4,395,20176,ml/output/frames/25_12-20/000395.jpg,3840,2160,0.5,2035.3
Данные/25_12-20/25_12-20.mp4,400,20431,ml/output/frames/25_12-20/000400.jpg,3840,2160,0.5,2049.4
Данные/25_12-20/25_12-20.mp4,405,20686,ml/output/frames/25_12-20/000405.jpg,3840,2160,0.5,1818.2
Данные/25_12-20/25_12-20.mp4,410,20942,ml/output/frames/25_12-20/000410.jpg,3840,2160,0.5,1740.1
Данные/25_12-20/25_12-20.mp4,415,21197,ml/output/frames/25_12-20/000415.jpg,3840,2160,0.5,1639.0
Данные/25_12-20/25_12-20.mp4,420,21453,ml/output/frames/25_12-20/000420.jpg,3840,2160,0.5,1597.3
Данные/25_12-20/25_12-20.mp4,425,21708,ml/output/frames/25_12-20/000425.jpg,3840,2160,0.5,1757.8
Данные/25_12-20/25_12-20.mp4,430,21963,ml/output/frames/25_12-20/000430.jpg,3840,2160,0.5,2054.2
Данные/25_12-20/25_12-20.mp4,435,22219,ml/output/frames/25_12-20/000435.jpg,3840,2160,0.5,1861.1
Данные/25_12-20/25_12-20.mp4,440,22474,ml/output/frames/25_12-20/000440.jpg,3840,2160,0.5,2113.3
Данные/25_12-20/25_12-20.mp4,445,22730,ml/output/frames/25_12-20/000445.jpg,3840,2160,0.5,1762.0
Данные/25_12-20/25_12-20.mp4,450,22985,ml/output/frames/25_12-20/000450.jpg,3840,2160,0.5,1790.3
Данные/25_12-20/25_12-20.mp4,455,23240,ml/output/frames/25_12-20/000455.jpg,3840,2160,0.5,1706.9
Данные/25_12-20/25_12-20.mp4,460,23496,ml/output/frames/25_12-20/000460.jpg,3840,2160,0.5,2379.6
Данные/25_12-20/25_12-20.mp4,465,23751,ml/output/frames/25_12-20/000465.jpg,3840,2160,0.5,2585.9
Данные/25_12-20/25_12-20.mp4,470,24007,ml/output/frames/25_12-20/000470.jpg,3840,2160,0.5,2470.7
Данные/25_12-20/25_12-20.mp4,475,24262,ml/output/frames/25_12-20/000475.jpg,3840,2160,0.5,2422.1
Данные/25_12-20/25_12-20.mp4,480,24517,ml/output/frames/25_12-20/000480.jpg,3840,2160,0.5,2257.6
Данные/25_12-20/25_12-20.mp4,485,24773,ml/output/frames/25_12-20/000485.jpg,3840,2160,0.5,1913.6
Данные/25_12-20/25_12-20.mp4,490,25028,ml/output/frames/25_12-20/000490.jpg,3840,2160,0.5,1953.4
Данные/25_12-20/25_12-20.mp4,495,25283,ml/output/frames/25_12-20/000495.jpg,3840,2160,0.5,3006.4
Данные/25_12-20/25_12-20.mp4,500,25539,ml/output/frames/25_12-20/000500.jpg,3840,2160,0.5,3939.8
Данные/25_12-20/25_12-20.mp4,505,25794,ml/output/frames/25_12-20/000505.jpg,3840,2160,0.5,2801.1
Данные/25_12-20/25_12-20.mp4,510,26050,ml/output/frames/25_12-20/000510.jpg,3840,2160,0.5,2822.7
Данные/25_12-20/25_12-20.mp4,515,26305,ml/output/frames/25_12-20/000515.jpg,3840,2160,0.5,3009.0
Данные/25_12-20/25_12-20.mp4,520,26560,ml/output/frames/25_12-20/000520.jpg,3840,2160,0.5,3346.1
Данные/25_12-20/25_12-20.mp4,525,26816,ml/output/frames/25_12-20/000525.jpg,3840,2160,0.5,3062.3
Данные/25_12-20/25_12-20.mp4,530,27071,ml/output/frames/25_12-20/000530.jpg,3840,2160,0.5,4083.3
Данные/25_12-20/25_12-20.mp4,535,27327,ml/output/frames/25_12-20/000535.jpg,3840,2160,0.5,2882.0
Данные/25_12-20/25_12-20.mp4,540,27582,ml/output/frames/25_12-20/000540.jpg,3840,2160,0.5,3703.6
Данные/25_12-20/25_12-20.mp4,545,27837,ml/output/frames/25_12-20/000545.jpg,3840,2160,0.5,3703.1
Данные/25_12-20/25_12-20.mp4,550,28093,ml/output/frames/25_12-20/000550.jpg,3840,2160,0.5,4106.9
Данные/25_12-20/25_12-20.mp4,555,28348,ml/output/frames/25_12-20/000555.jpg,3840,2160,0.5,4052.6
Данные/25_12-20/25_12-20.mp4,560,28604,ml/output/frames/25_12-20/000560.jpg,3840,2160,0.5,4318.5
Данные/25_12-20/25_12-20.mp4,565,28859,ml/output/frames/25_12-20/000565.jpg,3840,2160,0.5,3645.9
Данные/25_12-20/25_12-20.mp4,570,29114,ml/output/frames/25_12-20/000570.jpg,3840,2160,0.5,4209.9
Данные/25_12-20/25_12-20.mp4,575,29370,ml/output/frames/25_12-20/000575.jpg,3840,2160,0.5,4126.2
Данные/25_12-20/25_12-20.mp4,580,29625,ml/output/frames/25_12-20/000580.jpg,3840,2160,0.5,4374.2
Данные/25_12-20/25_12-20.mp4,585,29880,ml/output/frames/25_12-20/000585.jpg,3840,2160,0.5,5254.4
Данные/25_12-20/25_12-20.mp4,590,30136,ml/output/frames/25_12-20/000590.jpg,3840,2160,0.5,3870.2
Данные/25_12-20/25_12-20.mp4,595,30391,ml/output/frames/25_12-20/000595.jpg,3840,2160,0.5,3917.7
Данные/25_12-20/25_12-20.mp4,600,30647,ml/output/frames/25_12-20/000600.jpg,3840,2160,0.5,3794.7
Данные/25_12-20/25_12-20.mp4,605,30902,ml/output/frames/25_12-20/000605.jpg,3840,2160,0.5,3568.8
Данные/25_12-20/25_12-20.mp4,610,31157,ml/output/frames/25_12-20/000610.jpg,3840,2160,0.5,3815.8
Данные/25_12-20/25_12-20.mp4,615,31413,ml/output/frames/25_12-20/000615.jpg,3840,2160,0.5,3342.7
Данные/25_12-20/25_12-20.mp4,620,31668,ml/output/frames/25_12-20/000620.jpg,3840,2160,0.5,3347.7
Данные/25_12-20/25_12-20.mp4,625,31924,ml/output/frames/25_12-20/000625.jpg,3840,2160,0.5,3167.6
Данные/25_12-20/25_12-20.mp4,630,32179,ml/output/frames/25_12-20/000630.jpg,3840,2160,0.5,3552.8
Данные/25_12-20/25_12-20.mp4,635,32434,ml/output/frames/25_12-20/000635.jpg,3840,2160,0.5,3343.8
Данные/25_12-20/25_12-20.mp4,640,32690,ml/output/frames/25_12-20/000640.jpg,3840,2160,0.5,3976.3
Данные/25_12-20/25_12-20.mp4,645,32945,ml/output/frames/25_12-20/000645.jpg,3840,2160,0.5,2910.0
Данные/25_12-20/25_12-20.mp4,650,33201,ml/output/frames/25_12-20/000650.jpg,3840,2160,0.5,2744.2
Данные/25_12-20/25_12-20.mp4,655,33456,ml/output/frames/25_12-20/000655.jpg,3840,2160,0.5,2822.2
Данные/25_12-20/25_12-20.mp4,660,33711,ml/output/frames/25_12-20/000660.jpg,3840,2160,0.5,2730.6
Данные/25_12-20/25_12-20.mp4,665,33967,ml/output/frames/25_12-20/000665.jpg,3840,2160,0.5,2608.5
Данные/25_12-20/25_12-20.mp4,670,34222,ml/output/frames/25_12-20/000670.jpg,3840,2160,0.5,2415.5
Данные/25_12-20/25_12-20.mp4,675,34477,ml/output/frames/25_12-20/000675.jpg,3840,2160,0.5,2300.7
Данные/25_12-20/25_12-20.mp4,680,34733,ml/output/frames/25_12-20/000680.jpg,3840,2160,0.5,2414.1
Данные/25_12-20/25_12-20.mp4,685,34988,ml/output/frames/25_12-20/000685.jpg,3840,2160,0.5,2575.5
Данные/25_12-20/25_12-20.mp4,690,35244,ml/output/frames/25_12-20/000690.jpg,3840,2160,0.5,2517.1
Данные/25_12-20/25_12-20.mp4,695,35499,ml/output/frames/25_12-20/000695.jpg,3840,2160,0.5,2751.5
Данные/25_12-20/25_12-20.mp4,700,35754,ml/output/frames/25_12-20/000700.jpg,3840,2160,0.5,2897.8
Данные/25_12-20/25_12-20.mp4,705,36010,ml/output/frames/25_12-20/000705.jpg,3840,2160,0.5,2429.4
Данные/25_12-20/25_12-20.mp4,710,36265,ml/output/frames/25_12-20/000710.jpg,3840,2160,0.5,2437.8
Данные/25_12-20/25_12-20.mp4,715,36521,ml/output/frames/25_12-20/000715.jpg,3840,2160,0.5,2957.2
Данные/25_12-20/25_12-20.mp4,720,36776,ml/output/frames/25_12-20/000720.jpg,3840,2160,0.5,3025.4
Данные/25_12-20/25_12-20.mp4,725,37031,ml/output/frames/25_12-20/000725.jpg,3840,2160,0.5,2825.1
Данные/25_12-20/25_12-20.mp4,730,37287,ml/output/frames/25_12-20/000730.jpg,3840,2160,0.5,2695.3
Данные/25_12-20/25_12-20.mp4,735,37542,ml/output/frames/25_12-20/000735.jpg,3840,2160,0.5,2800.9
Данные/25_12-20/25_12-20.mp4,740,37798,ml/output/frames/25_12-20/000740.jpg,3840,2160,0.5,2944.4
Данные/25_12-20/25_12-20.mp4,745,38053,ml/output/frames/25_12-20/000745.jpg,3840,2160,0.5,2672.5
Данные/25_12-20/25_12-20.mp4,750,38308,ml/output/frames/25_12-20/000750.jpg,3840,2160,0.5,2899.2
Данные/25_12-20/25_12-20.mp4,755,38564,ml/output/frames/25_12-20/000755.jpg,3840,2160,0.5,2682.8
Данные/25_12-20/25_12-20.mp4,760,38819,ml/output/frames/25_12-20/000760.jpg,3840,2160,0.5,2935.3
Данные/25_12-20/25_12-20.mp4,765,39074,ml/output/frames/25_12-20/000765.jpg,3840,2160,0.5,2880.8
Данные/25_12-20/25_12-20.mp4,770,39330,ml/output/frames/25_12-20/000770.jpg,3840,2160,0.5,2945.4
Данные/25_12-20/25_12-20.mp4,775,39585,ml/output/frames/25_12-20/000775.jpg,3840,2160,0.5,2961.0
Данные/25_12-20/25_12-20.mp4,780,39841,ml/output/frames/25_12-20/000780.jpg,3840,2160,0.5,2973.4
Данные/25_12-20/25_12-20.mp4,785,40096,ml/output/frames/25_12-20/000785.jpg,3840,2160,0.5,2679.9
Данные/25_12-20/25_12-20.mp4,790,40351,ml/output/frames/25_12-20/000790.jpg,3840,2160,0.5,2603.4
Данные/25_12-20/25_12-20.mp4,795,40607,ml/output/frames/25_12-20/000795.jpg,3840,2160,0.5,2794.4
Данные/25_12-20/25_12-20.mp4,800,40862,ml/output/frames/25_12-20/000800.jpg,3840,2160,0.5,3230.3
Данные/25_12-20/25_12-20.mp4,805,41118,ml/output/frames/25_12-20/000805.jpg,3840,2160,0.5,3003.3
Данные/25_12-20/25_12-20.mp4,810,41373,ml/output/frames/25_12-20/000810.jpg,3840,2160,0.5,2788.0
Данные/25_12-20/25_12-20.mp4,815,41628,ml/output/frames/25_12-20/000815.jpg,3840,2160,0.5,2659.8
Данные/25_12-20/25_12-20.mp4,820,41884,ml/output/frames/25_12-20/000820.jpg,3840,2160,0.5,2819.3
Данные/26_12-20/26_12-20.mp4,0,0,ml/output/frames/26_12-20/000000.jpg,3840,2160,0.5,5646.4
Данные/26_12-20/26_12-20.mp4,5,250,ml/output/frames/26_12-20/000005.jpg,3840,2160,0.5,3097.0
Данные/26_12-20/26_12-20.mp4,10,500,ml/output/frames/26_12-20/000010.jpg,3840,2160,0.5,2490.1
Данные/26_12-20/26_12-20.mp4,15,751,ml/output/frames/26_12-20/000015.jpg,3840,2160,0.5,2239.3
Данные/26_12-20/26_12-20.mp4,20,1001,ml/output/frames/26_12-20/000020.jpg,3840,2160,0.5,2369.1
Данные/26_12-20/26_12-20.mp4,25,1251,ml/output/frames/26_12-20/000025.jpg,3840,2160,0.5,2109.7
Данные/26_12-20/26_12-20.mp4,30,1501,ml/output/frames/26_12-20/000030.jpg,3840,2160,0.5,1968.6
Данные/26_12-20/26_12-20.mp4,35,1752,ml/output/frames/26_12-20/000035.jpg,3840,2160,0.5,2057.5
Данные/26_12-20/26_12-20.mp4,40,2002,ml/output/frames/26_12-20/000040.jpg,3840,2160,0.5,1461.2
Данные/26_12-20/26_12-20.mp4,45,2252,ml/output/frames/26_12-20/000045.jpg,3840,2160,0.5,1884.3
Данные/26_12-20/26_12-20.mp4,50,2502,ml/output/frames/26_12-20/000050.jpg,3840,2160,0.5,2260.3
Данные/26_12-20/26_12-20.mp4,55,2753,ml/output/frames/26_12-20/000055.jpg,3840,2160,0.5,2263.3
Данные/26_12-20/26_12-20.mp4,60,3003,ml/output/frames/26_12-20/000060.jpg,3840,2160,0.5,2606.4
Данные/26_12-20/26_12-20.mp4,65,3253,ml/output/frames/26_12-20/000065.jpg,3840,2160,0.5,2547.9
Данные/26_12-20/26_12-20.mp4,70,3503,ml/output/frames/26_12-20/000070.jpg,3840,2160,0.5,2683.9
Данные/26_12-20/26_12-20.mp4,75,3754,ml/output/frames/26_12-20/000075.jpg,3840,2160,0.5,2488.7
Данные/26_12-20/26_12-20.mp4,80,4004,ml/output/frames/26_12-20/000080.jpg,3840,2160,0.5,2631.7
Данные/26_12-20/26_12-20.mp4,85,4254,ml/output/frames/26_12-20/000085.jpg,3840,2160,0.5,2554.6
Данные/26_12-20/26_12-20.mp4,90,4504,ml/output/frames/26_12-20/000090.jpg,3840,2160,0.5,2542.0
Данные/26_12-20/26_12-20.mp4,95,4755,ml/output/frames/26_12-20/000095.jpg,3840,2160,0.5,2538.1
Данные/26_12-20/26_12-20.mp4,100,5005,ml/output/frames/26_12-20/000100.jpg,3840,2160,0.5,3054.4
Данные/26_12-20/26_12-20.mp4,105,5255,ml/output/frames/26_12-20/000105.jpg,3840,2160,0.5,2929.4
Данные/26_12-20/26_12-20.mp4,110,5505,ml/output/frames/26_12-20/000110.jpg,3840,2160,0.5,3195.1
Данные/26_12-20/26_12-20.mp4,115,5756,ml/output/frames/26_12-20/000115.jpg,3840,2160,0.5,2979.2
Данные/26_12-20/26_12-20.mp4,120,6006,ml/output/frames/26_12-20/000120.jpg,3840,2160,0.5,2850.3
Данные/26_12-20/26_12-20.mp4,125,6256,ml/output/frames/26_12-20/000125.jpg,3840,2160,0.5,2985.1
Данные/26_12-20/26_12-20.mp4,130,6506,ml/output/frames/26_12-20/000130.jpg,3840,2160,0.5,3976.7
Данные/26_12-20/26_12-20.mp4,135,6757,ml/output/frames/26_12-20/000135.jpg,3840,2160,0.5,4339.9
Данные/26_12-20/26_12-20.mp4,145,7257,ml/output/frames/26_12-20/000145.jpg,3840,2160,0.5,5625.6
Данные/26_12-20/26_12-20.mp4,180,9009,ml/output/frames/26_12-20/000180.jpg,3840,2160,0.5,4012.2
Данные/26_12-20/26_12-20.mp4,185,9259,ml/output/frames/26_12-20/000185.jpg,3840,2160,0.5,2912.0
Данные/26_12-20/26_12-20.mp4,190,9509,ml/output/frames/26_12-20/000190.jpg,3840,2160,0.5,2459.7
Данные/26_12-20/26_12-20.mp4,195,9760,ml/output/frames/26_12-20/000195.jpg,3840,2160,0.5,3916.7
Данные/26_12-20/26_12-20.mp4,200,10010,ml/output/frames/26_12-20/000200.jpg,3840,2160,0.5,2583.2
Данные/26_12-20/26_12-20.mp4,205,10260,ml/output/frames/26_12-20/000205.jpg,3840,2160,0.5,3086.9
Данные/26_12-20/26_12-20.mp4,210,10510,ml/output/frames/26_12-20/000210.jpg,3840,2160,0.5,3465.3
Данные/26_12-20/26_12-20.mp4,215,10761,ml/output/frames/26_12-20/000215.jpg,3840,2160,0.5,3456.3
Данные/26_12-20/26_12-20.mp4,220,11011,ml/output/frames/26_12-20/000220.jpg,3840,2160,0.5,3512.0
Данные/26_12-20/26_12-20.mp4,225,11261,ml/output/frames/26_12-20/000225.jpg,3840,2160,0.5,2947.6
Данные/26_12-20/26_12-20.mp4,230,11511,ml/output/frames/26_12-20/000230.jpg,3840,2160,0.5,2792.1
Данные/26_12-20/26_12-20.mp4,235,11762,ml/output/frames/26_12-20/000235.jpg,3840,2160,0.5,2849.0
Данные/26_12-20/26_12-20.mp4,240,12012,ml/output/frames/26_12-20/000240.jpg,3840,2160,0.5,2927.2
Данные/26_12-20/26_12-20.mp4,245,12262,ml/output/frames/26_12-20/000245.jpg,3840,2160,0.5,2771.2
Данные/26_12-20/26_12-20.mp4,250,12512,ml/output/frames/26_12-20/000250.jpg,3840,2160,0.5,2843.4
Данные/26_12-20/26_12-20.mp4,255,12763,ml/output/frames/26_12-20/000255.jpg,3840,2160,0.5,2654.3
Данные/26_12-20/26_12-20.mp4,260,13013,ml/output/frames/26_12-20/000260.jpg,3840,2160,0.5,2753.9
Данные/26_12-20/26_12-20.mp4,265,13263,ml/output/frames/26_12-20/000265.jpg,3840,2160,0.5,2602.7
Данные/26_12-20/26_12-20.mp4,270,13513,ml/output/frames/26_12-20/000270.jpg,3840,2160,0.5,2736.1
Данные/26_12-20/26_12-20.mp4,275,13764,ml/output/frames/26_12-20/000275.jpg,3840,2160,0.5,2762.1
Данные/26_12-20/26_12-20.mp4,280,14014,ml/output/frames/26_12-20/000280.jpg,3840,2160,0.5,2360.9
Данные/26_12-20/26_12-20.mp4,285,14264,ml/output/frames/26_12-20/000285.jpg,3840,2160,0.5,2571.1
Данные/26_12-20/26_12-20.mp4,290,14514,ml/output/frames/26_12-20/000290.jpg,3840,2160,0.5,2456.3
Данные/26_12-20/26_12-20.mp4,295,14765,ml/output/frames/26_12-20/000295.jpg,3840,2160,0.5,2681.8
Данные/26_12-20/26_12-20.mp4,300,15015,ml/output/frames/26_12-20/000300.jpg,3840,2160,0.5,2848.0
Данные/26_12-20/26_12-20.mp4,305,15265,ml/output/frames/26_12-20/000305.jpg,3840,2160,0.5,3415.6
Данные/26_12-20/26_12-20.mp4,310,15515,ml/output/frames/26_12-20/000310.jpg,3840,2160,0.5,3993.9
Данные/26_12-20/26_12-20.mp4,325,16266,ml/output/frames/26_12-20/000325.jpg,3840,2160,0.5,5471.6
Данные/26_12-20/26_12-20.mp4,345,17267,ml/output/frames/26_12-20/000345.jpg,3840,2160,0.5,1948.8
Данные/26_12-20/26_12-20.mp4,360,18018,ml/output/frames/26_12-20/000360.jpg,3840,2160,0.5,1872.3
Данные/26_12-20/26_12-20.mp4,365,18268,ml/output/frames/26_12-20/000365.jpg,3840,2160,0.5,1622.9
Данные/26_12-20/26_12-20.mp4,370,18518,ml/output/frames/26_12-20/000370.jpg,3840,2160,0.5,1501.7
Данные/26_12-20/26_12-20.mp4,375,18769,ml/output/frames/26_12-20/000375.jpg,3840,2160,0.5,1995.4
Данные/26_12-20/26_12-20.mp4,380,19019,ml/output/frames/26_12-20/000380.jpg,3840,2160,0.5,2106.4
Данные/26_12-20/26_12-20.mp4,385,19269,ml/output/frames/26_12-20/000385.jpg,3840,2160,0.5,2270.6
Данные/26_12-20/26_12-20.mp4,390,19519,ml/output/frames/26_12-20/000390.jpg,3840,2160,0.5,2163.5
